scores,labels,files
0.015151904,0.0,LA_T_3022241
0.034015827,0.0,LA_T_3059635
0.023933513,0.0,LA_T_3060760
0.10402994,0.0,LA_T_3163425
0.017356006,0.0,LA_T_3325988
0.008988771,0.0,LA_T_3492130
0.011628943,0.0,LA_T_3508559
0.27238017,0.0,LA_T_3649480
0.008814758,0.0,LA_T_3729389
0.017796827,0.0,LA_T_3774973
0.0060048252,0.0,LA_T_3812469
0.013629795,0.0,LA_T_3843638
0.013653624,0.0,LA_T_3865816
0.018300463,0.0,LA_T_3983390
0.0085921325,0.0,LA_T_4027900
0.0077191764,0.0,LA_T_4255653
0.0084519265,0.0,LA_T_4302417
0.01057887,0.0,LA_T_4348949
0.023800682,0.0,LA_T_4396533
0.009689181,0.0,LA_T_4428088
0.0077439644,0.0,LA_T_4486346
0.012367338,0.0,LA_T_4543133
0.017855845,0.0,LA_T_4591528
0.07706723,0.0,LA_T_4652434
0.006962275,0.0,LA_T_4667091
0.009837656,0.0,LA_T_4678612
0.026029672,0.0,LA_T_4734861
0.023520587,0.0,LA_T_4811800
0.10740234,0.0,LA_T_4855072
0.013362735,0.0,LA_T_4890539
0.0071282294,0.0,LA_T_4927126
0.007974245,0.0,LA_T_4983711
0.011226486,0.0,LA_T_5294797
0.015386594,0.0,LA_T_5383824
0.0054856627,0.0,LA_T_5481571
0.009192755,0.0,LA_T_5675574
0.019370323,0.0,LA_T_5759484
0.012543173,0.0,LA_T_5786461
0.007555436,0.0,LA_T_5900964
0.05335279,0.0,LA_T_5918833
0.0049268426,0.0,LA_T_5949193
0.054603595,0.0,LA_T_5973899
0.020509217,0.0,LA_T_6150466
0.013045203,0.0,LA_T_6212732
0.014310983,0.0,LA_T_6362766
0.0076532476,0.0,LA_T_6371068
0.026477031,0.0,LA_T_6457872
0.010910913,0.0,LA_T_6521388
0.014645126,0.0,LA_T_6531051
0.018800609,0.0,LA_T_6540438
0.008287278,0.0,LA_T_6620806
0.0062716557,0.0,LA_T_6668176
0.057281975,0.0,LA_T_6763611
0.010185948,0.0,LA_T_6799312
0.011538249,0.0,LA_T_6813958
0.019569745,0.0,LA_T_6949400
0.0046486077,0.0,LA_T_6995687
0.007128958,0.0,LA_T_7000444
0.015021668,0.0,LA_T_7024437
0.009730754,0.0,LA_T_7024613
0.011295596,0.0,LA_T_7234808
0.0070689237,0.0,LA_T_7254652
0.019446826,0.0,LA_T_7344886
0.019991588,0.0,LA_T_7504201
0.01586493,0.0,LA_T_7515281
0.05385001,0.0,LA_T_7566470
0.006151852,0.0,LA_T_7613910
0.019220933,0.0,LA_T_7746591
0.00540986,0.0,LA_T_7855509
0.12707952,0.0,LA_T_7861379
0.022205614,0.0,LA_T_7866363
0.073333524,0.0,LA_T_7944475
0.0064831567,0.0,LA_T_7974354
0.013500447,0.0,LA_T_7974410
0.005546276,0.0,LA_T_7974459
0.0073958314,0.0,LA_T_8032109
0.004891787,0.0,LA_T_8049822
0.012919725,0.0,LA_T_8156237
0.09059154,0.0,LA_T_8214917
0.0062301783,0.0,LA_T_8387777
0.007936857,0.0,LA_T_8423394
0.026944451,0.0,LA_T_8503822
0.017907245,0.0,LA_T_8520270
0.011787482,0.0,LA_T_8760338
0.026008885,0.0,LA_T_8791339
0.07025655,0.0,LA_T_8865587
0.033412308,0.0,LA_T_8918938
0.02455451,0.0,LA_T_8987811
0.6481858,0.0,LA_T_8989127
0.02528717,0.0,LA_T_9189420
0.005909819,0.0,LA_T_9203438
0.026480787,0.0,LA_T_9226313
0.006219901,0.0,LA_T_9275052
0.0066974177,0.0,LA_T_9320200
0.013115159,0.0,LA_T_9402563
0.0069049755,0.0,LA_T_9519970
0.106311776,0.0,LA_T_9565794
0.013002064,0.0,LA_T_9644594
0.10700932,0.0,LA_T_9660280
0.0068989815,0.0,LA_T_9673436
0.008402439,0.0,LA_T_9717737
0.039301325,0.0,LA_T_9923341
0.03241537,0.0,LA_T_1000406
0.0071407603,0.0,LA_T_1182856
0.004772454,0.0,LA_T_1208112
0.0065846792,0.0,LA_T_1222609
0.006749099,0.0,LA_T_1276415
0.00601642,0.0,LA_T_1325649
0.004570479,0.0,LA_T_1392484
0.0074126455,0.0,LA_T_1473061
0.005273226,0.0,LA_T_1543826
0.0061034225,0.0,LA_T_1573354
0.009374643,0.0,LA_T_1661773
0.010341775,0.0,LA_T_1662696
0.012931485,0.0,LA_T_1691949
0.0045021735,0.0,LA_T_1716742
0.013929297,0.0,LA_T_1869525
0.004790548,0.0,LA_T_1870772
0.008697387,0.0,LA_T_2012289
0.0036652407,0.0,LA_T_2192287
0.011947733,0.0,LA_T_2201500
0.008951604,0.0,LA_T_2272655
0.004342213,0.0,LA_T_2388783
0.0042400467,0.0,LA_T_2582808
0.009214201,0.0,LA_T_2598025
0.005823514,0.0,LA_T_2599995
0.024927588,0.0,LA_T_2715624
0.0047791805,0.0,LA_T_2720806
0.005075648,0.0,LA_T_2746439
0.0042081005,0.0,LA_T_2775248
0.009976202,0.0,LA_T_2804125
0.005878014,0.0,LA_T_2857315
0.005278922,0.0,LA_T_2993376
0.006252078,0.0,LA_T_3045749
0.0049607595,0.0,LA_T_3058443
0.0075900387,0.0,LA_T_3083581
0.0042197816,0.0,LA_T_3153194
0.00738208,0.0,LA_T_3175127
0.0049426993,0.0,LA_T_3204342
0.004063911,0.0,LA_T_3304535
0.008065562,0.0,LA_T_3380327
0.045865417,0.0,LA_T_3396974
0.0102480315,0.0,LA_T_3426616
0.0067953235,0.0,LA_T_3447201
0.0043435246,0.0,LA_T_3877061
0.004221305,0.0,LA_T_3884115
0.0046350607,0.0,LA_T_3913892
0.011402069,0.0,LA_T_3967178
0.0059968047,0.0,LA_T_4015268
0.00441314,0.0,LA_T_4055913
0.009157993,0.0,LA_T_4090060
0.008493865,0.0,LA_T_4224058
0.0048177475,0.0,LA_T_4290789
0.0073473775,0.0,LA_T_4300273
0.004570032,0.0,LA_T_4365712
0.0046578376,0.0,LA_T_4436477
0.00707033,0.0,LA_T_4529370
0.0063692294,0.0,LA_T_4557107
0.004391196,0.0,LA_T_4657357
0.0037806341,0.0,LA_T_4707993
0.006804321,0.0,LA_T_4760367
0.010821429,0.0,LA_T_4842455
0.0065833754,0.0,LA_T_4853062
0.0068698004,0.0,LA_T_5015893
0.0058791228,0.0,LA_T_5029038
0.013850785,0.0,LA_T_5098034
0.007369431,0.0,LA_T_5242457
0.010706811,0.0,LA_T_5439881
0.004895537,0.0,LA_T_5511230
0.004425409,0.0,LA_T_5565624
0.00375434,0.0,LA_T_5572362
0.0038844803,0.0,LA_T_5669661
0.011813299,0.0,LA_T_5702907
0.014819788,0.0,LA_T_5757722
0.0045820693,0.0,LA_T_6017121
0.020700872,0.0,LA_T_6017674
0.01229016,0.0,LA_T_6082276
0.0084134545,0.0,LA_T_6144368
0.0078060995,0.0,LA_T_6190702
0.006684595,0.0,LA_T_6212674
0.0040256125,0.0,LA_T_6324213
0.009511545,0.0,LA_T_6432468
0.011473474,0.0,LA_T_6566146
0.0077317436,0.0,LA_T_6594586
0.0058560926,0.0,LA_T_6627080
0.0043010563,0.0,LA_T_6663907
0.009946529,0.0,LA_T_6760264
0.009304284,0.0,LA_T_6839158
0.0038241623,0.0,LA_T_6869854
0.012180884,0.0,LA_T_6961644
0.0056090523,0.0,LA_T_6979533
0.007385578,0.0,LA_T_7070241
0.005410858,0.0,LA_T_7084634
0.0050401865,0.0,LA_T_7089329
0.008218092,0.0,LA_T_7164335
0.008281829,0.0,LA_T_7279776
0.005696954,0.0,LA_T_7303315
0.014677363,0.0,LA_T_7429069
0.0073299673,0.0,LA_T_7473658
0.013468972,0.0,LA_T_7490764
0.006677421,0.0,LA_T_7512717
0.0074194404,0.0,LA_T_7558374
0.0037162106,0.0,LA_T_7608685
0.011858902,0.0,LA_T_7737217
0.005384445,0.0,LA_T_7814112
0.013562111,0.0,LA_T_7915229
0.0048726536,0.0,LA_T_7958352
0.00730974,0.0,LA_T_8111539
0.0065250737,0.0,LA_T_8135846
0.0049073496,0.0,LA_T_8172146
0.0064212754,0.0,LA_T_8305834
0.0077423817,0.0,LA_T_8430551
0.0053468505,0.0,LA_T_8461963
0.004133026,0.0,LA_T_8533509
0.012397275,0.0,LA_T_8636985
0.0050947354,0.0,LA_T_8811170
0.009571362,0.0,LA_T_8846765
0.011200505,0.0,LA_T_8866822
0.0039467113,0.0,LA_T_8914289
0.0058164373,0.0,LA_T_8927591
0.005543373,0.0,LA_T_8955767
0.0054639806,0.0,LA_T_9162137
0.0054444545,0.0,LA_T_9162513
0.0048274393,0.0,LA_T_9177970
0.00861558,0.0,LA_T_9194689
0.0043996973,0.0,LA_T_9270440
0.003897582,0.0,LA_T_9363134
0.01065798,0.0,LA_T_9389215
0.0049954276,0.0,LA_T_9460886
0.0043082274,0.0,LA_T_9573877
0.004634445,0.0,LA_T_9587918
0.0069610556,0.0,LA_T_9773614
0.010836896,0.0,LA_T_9860699
0.00533242,0.0,LA_T_9969620
0.0057872576,0.0,LA_T_1041717
0.014050039,0.0,LA_T_1049021
0.0056148,0.0,LA_T_1087973
0.011084934,0.0,LA_T_1131312
0.003756204,0.0,LA_T_1142757
0.0066899164,0.0,LA_T_1207505
0.007415495,0.0,LA_T_1226390
0.0060811583,0.0,LA_T_1406603
0.0103640575,0.0,LA_T_1636151
0.0050171325,0.0,LA_T_1654106
0.007249945,0.0,LA_T_1721632
0.011177303,0.0,LA_T_1771704
0.010051472,0.0,LA_T_1784012
0.006019811,0.0,LA_T_1787169
0.01022934,0.0,LA_T_1846342
0.0046076076,0.0,LA_T_1853533
0.005984595,0.0,LA_T_1882969
0.0069685783,0.0,LA_T_2089894
0.005320617,0.0,LA_T_2123226
0.0069696014,0.0,LA_T_2158689
0.006757646,0.0,LA_T_2193666
0.0071392963,0.0,LA_T_2443046
0.0059383046,0.0,LA_T_2502033
0.0055599976,0.0,LA_T_2507487
0.0060050557,0.0,LA_T_2556562
0.0060632066,0.0,LA_T_2598851
0.005685082,0.0,LA_T_2622954
0.008380683,0.0,LA_T_2669204
0.0045626904,0.0,LA_T_2774050
0.0039168117,0.0,LA_T_2797155
0.0044184057,0.0,LA_T_2893924
0.0058261324,0.0,LA_T_3026599
0.0042276434,0.0,LA_T_3159022
0.0048123896,0.0,LA_T_3165954
0.005760334,0.0,LA_T_3197072
0.0069682878,0.0,LA_T_3340235
0.0050660297,0.0,LA_T_3402710
0.007463794,0.0,LA_T_3485288
0.004697768,0.0,LA_T_3502941
0.0075937817,0.0,LA_T_3527643
0.0062669474,0.0,LA_T_3612681
0.006811808,0.0,LA_T_3695441
0.0035563023,0.0,LA_T_3707386
0.006411165,0.0,LA_T_3965355
0.004912904,0.0,LA_T_3969759
0.0057808985,0.0,LA_T_4073132
0.005497869,0.0,LA_T_4094714
0.003930121,0.0,LA_T_4171687
0.0048742774,0.0,LA_T_4239434
0.008420025,0.0,LA_T_4300434
0.0061155516,0.0,LA_T_4428776
0.0041561117,0.0,LA_T_4470399
0.01151097,0.0,LA_T_4586518
0.0060675526,0.0,LA_T_4615273
0.012893434,0.0,LA_T_4712212
0.007483927,0.0,LA_T_4784182
0.0048859157,0.0,LA_T_4820938
0.006575528,0.0,LA_T_4976230
0.006436663,0.0,LA_T_4993268
0.009969403,0.0,LA_T_5065316
0.004327798,0.0,LA_T_5065822
0.006946091,0.0,LA_T_5109896
0.005652051,0.0,LA_T_5172338
0.0077108606,0.0,LA_T_5207942
0.0041004764,0.0,LA_T_5260333
0.009229118,0.0,LA_T_5280384
0.0309089,0.0,LA_T_5315235
0.004788343,0.0,LA_T_5504876
0.005142928,0.0,LA_T_5540761
0.008100528,0.0,LA_T_5613911
0.017020082,0.0,LA_T_5696560
0.0059353216,0.0,LA_T_5959553
0.007407409,0.0,LA_T_6059767
0.0041834754,0.0,LA_T_6065241
0.0073960307,0.0,LA_T_6073470
0.011560591,0.0,LA_T_6078944
0.0080758985,0.0,LA_T_6081990
0.01591592,0.0,LA_T_6129228
0.0043701576,0.0,LA_T_6150814
0.004951633,0.0,LA_T_6160841
0.0063864263,0.0,LA_T_6334483
0.0069123334,0.0,LA_T_6358737
0.005938164,0.0,LA_T_6490007
0.009253278,0.0,LA_T_6601259
0.0046296236,0.0,LA_T_6636159
0.00483184,0.0,LA_T_6654603
0.007040646,0.0,LA_T_6692628
0.005437127,0.0,LA_T_6722790
0.0056876866,0.0,LA_T_6746965
0.0041238586,0.0,LA_T_6767811
0.0042969557,0.0,LA_T_6822625
0.007820279,0.0,LA_T_6906133
0.004944461,0.0,LA_T_6926903
0.0038919896,0.0,LA_T_6935436
0.005366795,0.0,LA_T_6970113
0.005029027,0.0,LA_T_7009144
0.0075008553,0.0,LA_T_7065043
0.0063163755,0.0,LA_T_7187958
0.006407254,0.0,LA_T_7223887
0.00791417,0.0,LA_T_7466998
0.008588067,0.0,LA_T_7478918
0.009458459,0.0,LA_T_7500588
0.008921526,0.0,LA_T_7535350
0.0059355665,0.0,LA_T_7698485
0.007805852,0.0,LA_T_7723335
0.005265091,0.0,LA_T_7797083
0.004902513,0.0,LA_T_7807441
0.009394165,0.0,LA_T_7861120
0.004409969,0.0,LA_T_7978694
0.0054689324,0.0,LA_T_8026644
0.004357317,0.0,LA_T_8084852
0.010071395,0.0,LA_T_8125498
0.006809666,0.0,LA_T_8232782
0.005106779,0.0,LA_T_8245483
0.007980029,0.0,LA_T_8273340
0.0062766415,0.0,LA_T_8353042
0.0053315656,0.0,LA_T_8394081
0.0057918904,0.0,LA_T_8419713
0.005827273,0.0,LA_T_8452659
0.009312045,0.0,LA_T_8549038
0.007880747,0.0,LA_T_8566553
0.008089772,0.0,LA_T_8605065
0.0037796341,0.0,LA_T_8639228
0.004987963,0.0,LA_T_8738028
0.0060928105,0.0,LA_T_8896720
0.0046957885,0.0,LA_T_9048990
0.008618408,0.0,LA_T_9219481
0.0076337815,0.0,LA_T_9251617
0.005676741,0.0,LA_T_9348735
0.006042242,0.0,LA_T_9356277
0.0037764357,0.0,LA_T_9984182
0.0046887114,0.0,LA_T_9985180
0.007774649,0.0,LA_T_1128865
0.012337164,0.0,LA_T_1255705
0.055888046,0.0,LA_T_1335486
0.008341286,0.0,LA_T_1341430
0.010845967,0.0,LA_T_1377264
0.2633591,0.0,LA_T_1378563
0.009893822,0.0,LA_T_1429012
0.0061049066,0.0,LA_T_1509895
0.009519716,0.0,LA_T_1530054
0.008662385,0.0,LA_T_1607779
0.030289505,0.0,LA_T_1617431
0.016373048,0.0,LA_T_1636563
0.030861616,0.0,LA_T_1746987
0.013117617,0.0,LA_T_1787294
0.018278345,0.0,LA_T_1829959
0.01169205,0.0,LA_T_1926066
0.021321852,0.0,LA_T_1955947
0.0073137586,0.0,LA_T_1991708
0.009631892,0.0,LA_T_2145141
0.00675316,0.0,LA_T_2401614
0.004620621,0.0,LA_T_2508565
0.044235308,0.0,LA_T_2534579
0.039328564,0.0,LA_T_2682425
0.013988274,0.0,LA_T_2797332
0.0064681494,0.0,LA_T_2978013
0.026868781,0.0,LA_T_3008265
0.008174109,0.0,LA_T_3133284
0.009386182,0.0,LA_T_3240252
0.027040886,0.0,LA_T_3265095
0.055905685,0.0,LA_T_3288573
0.026898772,0.0,LA_T_3336416
0.008785294,0.0,LA_T_3394389
0.009326049,0.0,LA_T_3470152
0.0072480366,0.0,LA_T_3487529
0.12249522,0.0,LA_T_3491111
0.043797955,0.0,LA_T_3515602
0.008772879,0.0,LA_T_3544504
0.005819055,0.0,LA_T_3720724
0.008081409,0.0,LA_T_3724264
0.007753233,0.0,LA_T_3729572
0.02520984,0.0,LA_T_3858431
0.093501836,0.0,LA_T_3860059
0.008740247,0.0,LA_T_3887046
0.015660709,0.0,LA_T_3927701
0.05217228,0.0,LA_T_4051929
0.017420296,0.0,LA_T_4057520
0.009945345,0.0,LA_T_4112194
0.011011633,0.0,LA_T_4234865
0.0120891165,0.0,LA_T_4270225
0.24137567,0.0,LA_T_4297429
0.020932995,0.0,LA_T_4408648
0.0046187355,0.0,LA_T_4511853
0.009096145,0.0,LA_T_4630790
0.003391791,0.0,LA_T_4635542
0.011066961,0.0,LA_T_4642103
0.028727323,0.0,LA_T_4668575
0.03226439,0.0,LA_T_4676270
0.018533966,0.0,LA_T_4694860
0.0055845175,0.0,LA_T_4810261
0.019956304,0.0,LA_T_4861861
0.005368228,0.0,LA_T_4868237
0.015516062,0.0,LA_T_4871078
0.041866906,0.0,LA_T_4891261
0.0046488023,0.0,LA_T_4923806
0.009165019,0.0,LA_T_4948515
0.00691656,0.0,LA_T_4980341
0.012543456,0.0,LA_T_5010828
0.006397423,0.0,LA_T_5249142
0.010995884,0.0,LA_T_5326968
0.0066053974,0.0,LA_T_5340625
0.014379902,0.0,LA_T_5400219
0.01556665,0.0,LA_T_5497895
0.012168015,0.0,LA_T_5547883
0.01142544,0.0,LA_T_5625330
0.00442598,0.0,LA_T_5727134
0.010008972,0.0,LA_T_5782392
0.21684296,0.0,LA_T_5804164
0.007671347,0.0,LA_T_5876876
0.006676798,0.0,LA_T_5919047
0.004881675,0.0,LA_T_5988636
0.014859531,0.0,LA_T_6072502
0.07667904,0.0,LA_T_6081492
0.02005483,0.0,LA_T_6093520
0.010360722,0.0,LA_T_6102672
0.020048838,0.0,LA_T_6201923
0.0155929765,0.0,LA_T_6240107
0.012189746,0.0,LA_T_6258131
0.012683835,0.0,LA_T_6287491
0.0056949453,0.0,LA_T_6296859
0.008308492,0.0,LA_T_6298658
0.009649096,0.0,LA_T_6450026
0.006026814,0.0,LA_T_6470867
0.016326591,0.0,LA_T_6518809
0.021484355,0.0,LA_T_6619199
0.004808057,0.0,LA_T_6670899
0.013350769,0.0,LA_T_6725057
0.018202206,0.0,LA_T_6804590
0.006617304,0.0,LA_T_6903114
0.02096567,0.0,LA_T_6938738
0.21587636,0.0,LA_T_6952169
0.012586952,0.0,LA_T_7037373
0.008504899,0.0,LA_T_7230726
0.009560483,0.0,LA_T_7233209
0.012673145,0.0,LA_T_7302010
0.08447448,0.0,LA_T_7325847
0.0063798064,0.0,LA_T_7386069
0.02717368,0.0,LA_T_7532043
0.027178692,0.0,LA_T_7720305
0.0069081415,0.0,LA_T_7847845
0.010704902,0.0,LA_T_8097328
0.010676439,0.0,LA_T_8189651
0.09589353,0.0,LA_T_8475651
0.044403806,0.0,LA_T_8545885
0.028776802,0.0,LA_T_8760655
0.009247894,0.0,LA_T_8815396
0.0055098333,0.0,LA_T_8884269
0.004901204,0.0,LA_T_8887502
0.012986965,0.0,LA_T_8936261
0.04064902,0.0,LA_T_8953087
0.00572035,0.0,LA_T_9003780
0.048102424,0.0,LA_T_9178565
0.003795,0.0,LA_T_9257520
0.009462257,0.0,LA_T_9321757
0.008058713,0.0,LA_T_9329650
0.057404924,0.0,LA_T_9348273
0.0067901444,0.0,LA_T_9369156
0.017110063,0.0,LA_T_9608821
0.009237485,0.0,LA_T_9711174
0.0097564915,0.0,LA_T_9859327
0.016160838,0.0,LA_T_9919874
0.008693478,0.0,LA_T_9958393
0.026736058,0.0,LA_T_9964017
0.005321213,0.0,LA_T_1052701
0.00810735,0.0,LA_T_1091653
0.009493315,0.0,LA_T_1203196
0.0073469426,0.0,LA_T_1310154
0.0066392724,0.0,LA_T_1369507
0.0792736,0.0,LA_T_1378085
0.059309777,0.0,LA_T_1388480
0.0047015664,0.0,LA_T_1395369
0.013989938,0.0,LA_T_1406835
0.010989819,0.0,LA_T_1559861
0.016104272,0.0,LA_T_1683467
0.013816738,0.0,LA_T_1745063
0.013109131,0.0,LA_T_1832323
0.012448622,0.0,LA_T_1869165
0.009582692,0.0,LA_T_1892730
0.040155258,0.0,LA_T_1939177
0.013212262,0.0,LA_T_2009235
0.02549949,0.0,LA_T_2019805
0.009517135,0.0,LA_T_2031287
0.014840319,0.0,LA_T_2069626
0.006414701,0.0,LA_T_2123366
0.0041577816,0.0,LA_T_2176518
0.0047355844,0.0,LA_T_2195795
0.013329204,0.0,LA_T_2202862
0.012566724,0.0,LA_T_2269650
0.01584128,0.0,LA_T_2281446
0.004812995,0.0,LA_T_2363469
0.00733206,0.0,LA_T_2407071
0.016781453,0.0,LA_T_2437964
0.009878745,0.0,LA_T_2504535
0.010808747,0.0,LA_T_2522205
0.0098293265,0.0,LA_T_2606704
0.029446786,0.0,LA_T_2615390
0.008312554,0.0,LA_T_2616885
0.025250904,0.0,LA_T_2662915
0.0065345946,0.0,LA_T_2802903
0.016202735,0.0,LA_T_2892203
0.0058319764,0.0,LA_T_2901163
0.0142339235,0.0,LA_T_3012152
0.013941006,0.0,LA_T_3025335
0.0041412143,0.0,LA_T_3081199
0.012805592,0.0,LA_T_3094730
0.019449871,0.0,LA_T_3168858
0.009232725,0.0,LA_T_3176879
0.019550296,0.0,LA_T_3310939
0.0057840487,0.0,LA_T_3325153
0.01016817,0.0,LA_T_3424442
0.0147588765,0.0,LA_T_3517869
0.019462481,0.0,LA_T_3545264
0.032589108,0.0,LA_T_3730329
0.0067029647,0.0,LA_T_3882043
0.012903347,0.0,LA_T_3888223
0.019944115,0.0,LA_T_3957794
0.013054697,0.0,LA_T_3958101
0.013122901,0.0,LA_T_3959393
0.012188632,0.0,LA_T_4046944
0.018422795,0.0,LA_T_4060418
0.00985668,0.0,LA_T_4097990
0.020800231,0.0,LA_T_4313462
0.006714944,0.0,LA_T_4414920
0.022107825,0.0,LA_T_4450108
0.006416194,0.0,LA_T_4456087
0.008453217,0.0,LA_T_4464373
0.020658392,0.0,LA_T_4509152
